321
2
3
0.83,0.95,1
0.88,0.93,1
0.89,0.92,1
0.91,0.86,1
0.92,0.84,1
0.93,0.79,1
0.94,0.72,1
0.95,0.69,1
0.87,0.77,1
0.77,0.70,1
0.70,0.72,1
0.69,0.70,1
0.57,0.69,1
0.56,0.81,1
0.56,0.86,1
0.61,0.97,1
0.67,0.97,1
0.69,0.96,1
0.72,0.90,1
0.62,0.94,1
0.60,0.94,1
0.54,0.92,1
0.53,0.91,1
0.50,0.83,1
0.49,0.77,1
0.45,0.85,1
0.42,0.84,1
0.40,0.81,1
0.37,0.85,1
0.39,0.93,1
0.49,0.97,1
0.33,0.70,1
0.36,0.61,1
0.41,0.53,1
0.47,0.45,1
0.51,0.52,1
0.48,0.50,1
0.56,0.53,1
0.58,0.58,1
0.60,0.55,1
0.63,0.62,1
0.63,0.54,1
0.50,0.64,1
0.46,0.57,1
0.39,0.58,1
0.38,0.60,1
0.35,0.67,1
0.36,0.65,1
0.30,0.73,1
0.30,0.76,1
0.32,0.83,1
0.38,0.75,1
0.35,0.74,1
0.41,0.71,1
0.42,0.65,1
0.46,0.67,1
0.41,0.69,1
0.69,0.07,1
0.62,0.10,1
0.46,0.06,1
0.26,0.82,1
0.22,0.87,1
0.12,0.88,1
0.58,0.48,1
0.53,0.47,1
0.50,0.44,1
0.47,0.42,1
0.79,0.26,1
0.80,0.31,1
0.77,0.37,1
0.77,0.42,1
0.80,0.42,1
0.80,0.51,1
0.76,0.60,1
0.73,0.67,1
0.71,0.59,1
0.70,0.63,1
0.84,0.28,1
0.93,0.32,1
0.94,0.17,1
0.81,0.17,1
0.59,0.03,1
0.57,0.07,1
0.51,0.08,1
0.49,0.12,1
0.72,0.48,1
0.70,0.52,1
0.68,0.49,1
0.30,0.11,0
0.34,0.22,0
0.43,0.34,0
0.52,0.28,0
0.47,0.18,0
0.41,0.17,0
0.43,0.27,0
0.56,0.47,0
0.70,0.55,0
0.70,0.42,0
0.67,0.35,0
0.69,0.28,0
0.77,0.33,0
0.77,0.26,0
0.76,0.22,0
0.68,0.15,0
0.55,0.11,0
0.51,0.14,0
0.56,0.21,0
0.63,0.28,0
0.56,0.36,0
0.61,0.20,0
0.58,0.14,0
0.50,0.23,0
0.47,0.14,0
0.40,0.12,0
0.34,0.17,0
0.36,0.07,0
0.43,0.07,0
0.48,0.32,0
0.51,0.42,0
0.62,0.42,0
0.57,0.30,0
0.66,0.23,0
0.67,0.19,0
0.63,0.17,0
0.63,0.11,0
0.53,0.45,0
0.50,0.40,0
0.47,0.37,0
0.47,0.35,0
0.46,0.29,0
0.40,0.24,0
0.37,0.23,0
0.36,0.20,0
0.32,0.15,0
0.28,0.08,0
0.31,0.06,0
0.34,0.11,0
0.41,0.22,0
0.48,0.24,0
0.54,0.38,0
0.63,0.38,0
0.72,0.38,0
0.68,0.44,0
0.60,0.47,0
0.75,0.35,0
0.77,0.30,0
0.75,0.39,0
0.73,0.44,0
0.70,0.10,0
0.72,0.17,0
0.70,0.23,0
0.64,0.34,0
0.61,0.32,0
0.59,0.25,0
0.57,0.18,0
0.51,0.19,0
0.50,0.12,0
0.54,0.07,0
